title,date_published,author,comments_count
Обзор Highscreen Easy L: просто и со вкусом,2017-01-17T19:15:00+00:00,News,241
Владельцы OnePlus 3 и 3Т получили незавершённые сборки Android 7.0,2017-01-17T19:00:00+00:00,Котейко,71
"Nintendo Switch: клон NVIDIA SHIELD, или настоящая революция в играх?",2017-01-17T18:10:00+00:00,News,218
Самые производительные мобильные устройства 2016 года по версии AnTuTu,2017-01-17T18:00:00+00:00,Wadym72,164
Samsung начинает выпуск Android 7.0 для Galaxy S7 и Galaxy S7 Edge,2017-01-17T17:00:00+00:00,Котейко,174
Экшен-камеры AC Robin Zed1 и Zed2 представлены в России,2017-01-17T16:19:47+00:00,Wadym72,41
Библиотека NVIDIA SHIELD TV пополнилась главным разочарованием 2016 года,2017-01-17T15:24:47+00:00,Oleg Prince,34
Скидки на игры для Android: 17 января,2017-01-17T15:13:16+00:00,Strelka92,28
Raspberry Pi Compute Module 3 в десять раз мощнее оригинала,2017-01-17T14:39:00+00:00,Wadym72,24
Скидки на игры для iOS: 17 января,2017-01-17T14:32:15+00:00,Strelka92,3
Microsoft готовится к завершению поддержки Windows 7,2017-01-17T13:52:34+00:00,Scar1989,375
ZTE Hawkeye оказался далеко не флагманом,2017-01-17T13:26:17+00:00,Wadym72,73
Fujitsu анонсировала самый лёгкий в мире ноутбук и 6-дюймовый планшет на Windows 10 Pro,2017-01-17T13:05:10+00:00,Wadym72,153
"Одному из создателей Limbo и Inside заплатили $7,2 миллиона за уход из студии",2017-01-17T12:47:54+00:00,Oleg Prince,69
Lexicon: запоминание иностранных слов с интервальными повторениями,2017-01-17T12:30:00+00:00,FB-king,33
"Инсайды #833: Samsung Galaxy S8, Xiaomi Mi6, обновление для HTC 10 и Huawei Mate 9 с 6 ГБ ОЗУ",2017-01-17T12:06:00+00:00,Ekzer,127
Toshiba Canvio for Smartphone совмещает внешний аккумулятор и накопитель,2017-01-17T11:53:56+00:00,Wadym72,15
Pioneer представляет автомобильные решения нового поколения,2017-01-17T11:46:30+00:00,Scar1989,15
Красный Крест запретил использовать свой символ в видеоиграх,2017-01-17T11:38:00+00:00,Oleg Prince,62
Украденный ноутбук Razer Project Valerie пытались продать в Китае,2017-01-17T11:00:00+00:00,Wadym72,62
Xiaomi Mi Mix Evo появился в Geekbench,2017-01-17T10:39:53+00:00,Scar1989,48
"Rovio работает над MMO, не связанной с Angry Birds",2017-01-17T10:30:48+00:00,Oleg Prince,22
Samsung Galaxy S8 и Galaxy S8 Plus показали на рендерах,2017-01-17T10:25:12+00:00,Котейко,89
LG X300 на Snapdragon 425 будет поставляться с Android 7.0,2017-01-17T10:13:57+00:00,Wadym72,56
Nintendo сэкономит на держателе контроллеров Nintendo Switch,2017-01-17T10:06:59+00:00,Oleg Prince,58
Обзор новинок и обновлений игр для Android (09 января 2017 - 15 января 2017),2017-01-17T10:03:29+00:00,artem1701,2
3D-принтер NIX умеет смешивать цвета во время печати,2017-01-17T10:00:00+00:00,Scar1989,16
HTC One A9 начинает обновляться до Android 7.0 Nougat,2017-01-17T09:30:00+00:00,Wadym72,29
Известный моддер превратил Xbox One S в игровой ноутбук ,2017-01-17T09:00:00+00:00,Sleepp,62
Microsoft поборется за рынок складных девайсов,2017-01-17T08:00:00+00:00,Scar1989,156
В Bluetooth-колонке Cisor отсутствует привычный динамик,2017-01-17T07:00:00+00:00,Scar1989,63
Portal перенесли на компьютер 40-летней давности,2017-01-17T06:00:00+00:00,Oleg Prince,36
Специалисты научились изменять форму напечатанных на 3D-принтерах объектов,2017-01-17T05:00:00+00:00,Wadym72,22
"Инсайды #832: Samsung Galaxy J7 (2017), Sony Xperia Z5, Elephone C1X и Samsung S Health",2017-01-16T19:30:00+00:00,Ekzer,120
Elephone открывает официальные магазины на AliExpress и Amazon,2017-01-16T19:15:00+00:00,Wadym72,71
Для NVIDIA SHIELD TV (2015) вышло обновление до Android 7.0,2017-01-16T19:00:00+00:00,Wadym72,54
Проблема со звуком в Google Pixel и Pixel XL носит аппаратный характер ,2017-01-16T18:00:00+00:00,Wadym72,207
Интерфейс Ulefone U008 Pro отличается широкими возможностями кастомизации,2017-01-16T17:05:00+00:00,Wadym72,34
Nintendo Switch будет поддерживать карты памяти объёмом до 2 ТБ,2017-01-16T17:00:00+00:00,Wadym72,110
Vivo V5 Plus с двойной фронтальной камерой представили раньше времени,2017-01-16T16:56:38+00:00,Wadym72,43
Опрос: чего вы ждете от обновлений прошивки?,2017-01-16T16:31:12+00:00,am.axe,210
Oukitel U15S уже совсем скоро получит Android 7.0,2017-01-16T15:27:56+00:00,Wadym72,13
Samsung закроет приложение SmartThings для Windows Phone,2017-01-16T15:00:00+00:00,Wadym72,31
Калифорнийские учёные создали мини-огнетушители для литиевых аккумуляторов,2017-01-16T14:30:00+00:00,Wadym72,58
Скидки на приложения и игры для Android: 16 января,2017-01-16T13:56:29+00:00,Strelka92,11
Создатель Half-Life оказался богаче Дональда Трампа,2017-01-16T12:50:00+00:00,Oleg Prince,127
LG G6 будет защищён от перегрева,2017-01-16T12:35:23+00:00,Wadym72,163
Игровой монитор LG 34UC79G-B предлагает новые впечатления для геймеров,2017-01-16T12:29:00+00:00,Ekzer,58
Что купить для Apple iPhone 5,2017-01-16T11:53:00+00:00,Ekzer,92
"5,5-дюймовый Archos 55B Platinum поступил в продажу в России",2017-01-16T11:30:36+00:00,Ekzer,40
Создатели Resident Evil рассылают журналистам VHS-кассеты с жутким посланием,2017-01-16T11:03:40+00:00,Oleg Prince,65
Сооснователь Xiaomi раскрыл характеристики и стоимость Mi6,2017-01-16T10:55:36+00:00,Ekzer,304
Обзор новинок и обновлений программ для Android (08 января 2017 - 15 января 2017),2017-01-16T10:19:10+00:00,vadeus,2
Американцы уже раскупили первую партию Nintendo Switch,2017-01-16T10:16:16+00:00,Oleg Prince,221
Microsoft разрабатывает новую технологию охлаждения для HoloLens,2017-01-16T10:00:00+00:00,Котейко,13
Три сотни пользователей Huawei G9 Plus получат тестовую версию Android Nougat,2017-01-16T09:00:00+00:00,Ekzer,35
Microsoft патентует новые способы управления HoloLens,2017-01-16T08:00:00+00:00,Котейко,19
NVIDIA SHIELD TV первого поколения не оставят без поддержки,2017-01-16T07:00:00+00:00,Wadym72,61
Владельцы ZTE Zmax Pro примут участие в бета-тестировании Android Nougat,2017-01-16T06:00:00+00:00,Ekzer,30
Lenovo открывает исходный код ядра Moto Z,2017-01-16T05:00:00+00:00,Котейко,71
Выручка Google Play за год выросла на 82%,2017-01-15T17:15:00+00:00,Wadym72,119
Недорогие устройства на Windows 10 станут ещё доступнее,2017-01-15T17:00:00+00:00,Wadym72,194
Новый смартфон от создателя Android замечен в Geekbench,2017-01-15T16:45:00+00:00,Wadym72,115
Устройства на Windows 10 смогут отправлять уведомления фитнес-трекерам и смарт-часам,2017-01-15T16:30:00+00:00,Ekzer,27
Выпуск гибкого смартфона Samsung Galaxy X отложен до 2018 года,2017-01-15T16:15:00+00:00,Wadym72,74
Владельцы Google Pixel столкнулись с проблемой передачи файлов на Mac,2017-01-15T16:00:00+00:00,Wadym72,104
Blizzard запустила очередную волну банов в Overwatch,2017-01-15T11:00:00+00:00,Ekzer,117
Новые iPhone могут быть сертифицированы по стандарту IP68,2017-01-15T10:45:00+00:00,Котейко,128
Samsung сконцентрируется на выпуске носимых гаджетов,2017-01-15T10:30:00+00:00,Котейко,23
